id,date,contact,description,cash Check CC,check Number,account,debit Amount,credit Amount,ref Number,type
963,2021-09-10,,Edit Inv Item - Jojoba oil,none,0,400.3 - Inventory Adj,0.00,2.24,222,Inventory
964,2021-09-12,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,58.00,0.00,58,Sales
965,2021-09-12,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,58.00,58,Sales
966,2021-09-12,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,19.63,58,Sales
967,2021-09-12,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,19.63,0.00,58,Sales
978,2021-09-13,Bonnie,Edit Inv Item - Frankincense Oil 3rd 1/2 oz gift,none,0,120.0 - Inventory,0.00,4.08,223,Inventory
979,2021-09-13,Bonnie,Edit Inv Item - Frankincense Oil 3rd 1/2 oz gift,none,0,400.3 - Inventory Adj,4.08,0.00,223,Inventory
982,2021-09-16,,Edit Inv Item - DeGreaser 2 homeuse,none,0,120.0 - Inventory,0.00,7.44,224,Inventory
983,2021-09-16,,Edit Inv Item - DeGreaser,none,0,400.3 - Inventory Adj,7.44,0.00,224,Inventory
988,2021-09-17,Western State Bank,transfer,Check,88888,101.3 - Western St Bank - Savings,0.00,200.00,129,Cash
989,2021-09-17,Western State Bank,transfer,Check,88888,101.2 - Western State Bank - Checking,200.00,0.00,129,Cash
990,2021-09-12,,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,20.00,128,Cash
991,2021-09-12,,Bank Deposit,none,0,101.0 - Cash Drawer,20.00,0.00,128,Cash
992,2021-09-12,,various,none,0,101.0 - Cash Drawer,0.00,19.19,128,Cash
993,2021-09-12,,various,none,0,530.9 - Household,19.19,0.00,128,Cash
994,2021-09-17,hilltop,food,none,0,101.2 - Western State Bank - Checking,0.00,38.54,130,Cash
995,2021-09-17,hilltop,food,none,0,530.9 - Household,38.54,0.00,130,Cash
996,2021-09-17,Arbot,donation,none,99999,101.2 - Western State Bank - Checking,0.00,15.00,131,Cash
997,2021-09-17,Arbot,donation,none,99999,530.9 - Household,15.00,0.00,131,Cash
998,2021-09-17,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,31.00,132,Cash
999,2021-09-17,St Francis Supers,food,none,0,530.9 - Household,31.00,0.00,132,Cash
1000,2021-09-17,,Add Inv Item - Ginger Oil,none,0,120.0 - Inventory,12.00,0.00,225,Inventory
1001,2021-09-17,,Add Inv Item - Ginger Oil,none,0,400.3 - Inventory Adj,0.00,12.00,225,Inventory
1002,2021-09-17,,Add Inv Item - Nutmeg Oil,none,0,120.0 - Inventory,9.00,0.00,226,Inventory
1003,2021-09-17,,Add Inv Item - Nutmeg Oil,none,0,400.3 - Inventory Adj,0.00,9.00,226,Inventory
1004,2021-09-17,,Edit Inv Item - Ginger Oil,none,0,120.0 - Inventory,0.00,3.00,227,Inventory
1005,2021-09-17,,Edit Inv Item - Ginger Oil,none,0,400.3 - Inventory Adj,3.00,0.00,227,Inventory
1006,2021-09-17,Chyenne Co Clinic,medical bills,Check,1221,101.2 - Western State Bank - Checking,0.00,135.00,133,Cash
1007,2021-09-17,Chyenne Co Clinic,medical bills,Check,1221,530.3 - Medical Exps,135.00,0.00,133,Cash
1008,2021-09-18,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,66.00,0.00,59,Sales
1009,2021-09-18,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,66.00,59,Sales
1010,2021-09-18,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,22.07,59,Sales
1011,2021-09-18,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,22.07,0.00,59,Sales
1012,2021-09-18,Farmers Mkt,fees and taxes,none,0,101.0 - Cash Drawer,0.00,10.00,134,Cash
1013,2021-09-18,Farmers Mkt,fees and taxes,none,0,400.7 - Fees COS,10.00,0.00,134,Cash
1014,2021-09-21,,Recipe Creation - Labor,none,0,120.0 - Inventory,18.00,0.00,55,Recipe
1015,2021-09-21,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,18.00,55,Recipe
1016,2021-09-22,,Add Inv Item - Yellow Dock Tincture,none,0,120.0 - Inventory,30.00,0.00,228,Inventory
1017,2021-09-22,,Add Inv Item - Yellow Dock Tincture,none,0,400.3 - Inventory Adj,0.00,30.00,228,Inventory
1018,2021-09-22,,Recipe Creation - Labor,none,0,120.0 - Inventory,33.75,0.00,55,Recipe
1019,2021-09-22,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,33.75,55,Recipe
1020,2021-09-23,,Recipe Creation - Labor,none,0,120.0 - Inventory,6.75,0.00,55,Recipe
1021,2021-09-23,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,6.75,55,Recipe
1022,2021-09-23,,Edit Inv Item - Yellow Dock Tnctr 1/2 oz,none,0,120.0 - Inventory,0.00,15.80,229,Inventory
1023,2021-09-23,,Edit Inv Item - Yellow Dock Tnctr 1/2 oz,none,0,400.3 - Inventory Adj,15.80,0.00,229,Inventory
1024,2021-09-23,,Edit Inv Item - Sting poultice packet,none,0,120.0 - Inventory,0.00,1.12,230,Inventory
1025,2021-09-23,,Edit Inv Item - Sting poultice packet,none,0,400.3 - Inventory Adj,1.12,0.00,230,Inventory
1026,2021-09-24,David Padgett,pmnt on loan,Check,88888,101.2 - Western State Bank - Checking,50.00,0.00,135,Cash
1027,2021-09-24,David Padgett,pmnt on loan,Check,88888,110.0 - Account Receivables,0.00,50.00,135,Cash
1028,2021-09-25,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,63.00,0.00,60,Sales
1029,2021-09-25,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,63.00,60,Sales
1030,2021-09-25,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,17.16,60,Sales
1031,2021-09-25,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,17.16,0.00,60,Sales
1032,2021-09-25,Farmers Mkt,fees and taxes,Cash,0,101.0 - Cash Drawer,0.00,8.00,136,Cash
1033,2021-09-25,Farmers Mkt,fees and taxes,Cash,0,400.7 - Fees COS,8.00,0.00,136,Cash
1034,2021-09-25,various,misc,Cash,0,101.0 - Cash Drawer,0.00,96.00,137,Cash
1035,2021-09-25,various,misc,Cash,0,530.9 - Household,96.00,0.00,137,Cash
1036,2021-09-23,St Francis Supers,food,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,51.90,138,Cash
1037,2021-09-23,St Francis Supers,food,Credit Card,99999,530.9 - Household,51.90,0.00,138,Cash
1038,2021-09-21,Vudu,movie,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,19.99,139,Cash
1039,2021-09-21,Vudu,movie,Credit Card,99999,530.9 - Household,19.99,0.00,139,Cash
1040,2021-09-20,SWTOR,starwars - paypal,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,16.41,140,Cash
1041,2021-09-20,SWTOR,starwars - paypal,Credit Card,99999,530.9 - Household,16.41,0.00,140,Cash
1042,2021-09-20,WellCare,health ins,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,39.40,141,Cash
1043,2021-09-20,WellCare,health ins,Credit Card,99999,530.3 - Medical Exps,39.40,0.00,141,Cash
1044,2021-09-16,Vudu,movie,Credit Card,99999,101.2 - Western State Bank - Checking,0.00,7.99,142,Cash
1045,2021-09-16,Vudu,movie,Credit Card,99999,530.9 - Household,7.99,0.00,142,Cash
1046,2021-09-25,Walmart,pens,Credit Card,9999,101.2 - Western State Bank - Checking,0.00,23.01,143,Cash
1047,2021-09-25,Walmart,pens,Credit Card,9999,530.9 - Household,23.01,0.00,143,Cash
1048,2021-09-27,Blizzard,WOW,Check,9999,101.2 - Western State Bank - Checking,0.00,14.99,144,Cash
1049,2021-09-27,Blizzard,WOW,Check,9999,530.9 - Household,14.99,0.00,144,Cash
1050,2021-10-01,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,145,Cash
1051,2021-10-01,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,145,Cash
1052,2021-10-04,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,146,Cash
1053,2021-10-04,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,146,Cash
1054,2021-09-30,Western State Bank,bank fee,none,0,101.2 - Western State Bank - Checking,0.00,3.50,147,Cash
1055,2021-09-30,Western State Bank,bank fee,none,0,530.9 - Household,3.50,0.00,147,Cash
1056,2021-10-03,Walmart,food,Check,99999,101.2 - Western State Bank - Checking,0.00,167.01,148,Cash
1057,2021-10-03,Walmart,food,Check,99999,530.9 - Household,167.01,0.00,148,Cash
1062,2021-10-04,Bank West,Loan mtg,Check,1222,101.2 - Western State Bank - Checking,0.00,350.00,150,Cash
1063,2021-10-04,Bank West,Loan mtg,Check,1222,230.1 - BankWest Mtg Loan,700.00,0.00,150,Cash
1064,2021-10-04,Bank West,jason - rent pmnt,Check,1222,420.1 - Rent Income,0.00,350.00,150,Cash
1065,2021-10-11,,Add Inv Item - Juniper Tincture,none,0,120.0 - Inventory,120.00,0.00,231,Inventory
1066,2021-10-11,,Add Inv Item - Juniper Tincture,none,0,400.3 - Inventory Adj,0.00,120.00,231,Inventory
1067,2021-10-11,,Edit Inv Item - Juniper Tincture,none,0,120.0 - Inventory,0.00,108.00,232,Inventory
1068,2021-10-11,,Edit Inv Item - Juniper Tincture,none,0,400.3 - Inventory Adj,108.00,0.00,232,Inventory
1069,2021-10-09,Ariel,Sales Receipt,none,0,110.0 - Account Receivables,10.00,0.00,61,Sales
1070,2021-10-09,Ariel,Sales Receipt,none,0,400.1 - Revenue,0.00,10.00,61,Sales
1071,2021-10-09,Ariel,Sales Receipt,none,0,120.0 - Inventory,0.00,1.58,61,Sales
1072,2021-10-09,Ariel,Sales Receipt,none,0,400.6 - Inventory COS,1.58,0.00,61,Sales
1073,2021-10-07,Aetna Health Ins,health ins,none,0,101.2 - Western State Bank - Checking,0.00,102.38,151,Cash
1074,2021-10-07,Aetna Health Ins,health ins,none,0,530.3 - Medical Exps,102.38,0.00,151,Cash
1075,2021-10-06,hilltop,food,none,0,101.2 - Western State Bank - Checking,0.00,28.75,152,Cash
1076,2021-10-06,hilltop,food,none,0,530.9 - Household,28.75,0.00,152,Cash
1083,2021-10-11,Amazon,grow lights,none,0,101.2 - Western State Bank - Checking,0.00,48.15,154,Cash
1084,2021-10-11,Amazon,grow lights,none,0,530.9 - Household,48.15,0.00,154,Cash
1085,2021-10-12,,Edit Inv Item - Lavender Oil,none,0,120.0 - Inventory,0.00,16.80,233,Inventory
1086,2021-10-12,,Edit Inv Item - Lavender Oil,none,0,400.3 - Inventory Adj,16.80,0.00,233,Inventory
1087,2021-10-12,,Add Inv Item - Raspberry Leaf,none,0,120.0 - Inventory,16.64,0.00,234,Inventory
1088,2021-10-12,,Add Inv Item - Raspberry Leaf,none,0,400.3 - Inventory Adj,0.00,16.64,234,Inventory
1095,2021-10-13,St Francis Supers,Food,none,0,101.2 - Western State Bank - Checking,0.00,59.86,155,Cash
1096,2021-10-13,St Francis Supers,Food,none,0,530.9 - Household,59.86,0.00,155,Cash
1097,2021-10-14,mahra,yard work,Check,1225,101.2 - Western State Bank - Checking,0.00,20.00,156,Cash
1098,2021-10-14,mahra,yard work,Check,1225,530.9 - Household,20.00,0.00,156,Cash
1099,2021-10-18,St Francis Tire,patch tire,none,0,101.2 - Western State Bank - Checking,0.00,19.16,157,Cash
1100,2021-10-18,St Francis Tire,patch tire,none,0,530.9 - Household,19.16,0.00,157,Cash
1101,2021-10-18,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,40.32,158,Cash
1102,2021-10-18,St Francis Supers,food,none,0,530.9 - Household,40.32,0.00,158,Cash
1103,2021-10-13,WellCare,prescription ins,none,0,101.2 - Western State Bank - Checking,0.00,39.40,159,Cash
1104,2021-10-13,WellCare,prescription ins,none,0,530.3 - Medical Exps,39.40,0.00,159,Cash
1105,2021-10-19,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,200.00,0.00,160,Cash
1106,2021-10-19,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,0.00,200.00,160,Cash
1107,2021-10-20,usps,ship to April,none,0,101.2 - Western State Bank - Checking,0.00,10.15,161,Cash
1108,2021-10-20,usps,ship to April,none,0,400.2 - Shipping COS,10.15,0.00,161,Cash
1109,2021-10-21,SWTOR,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,16.41,162,Cash
1110,2021-10-21,SWTOR,starwars - paypal,none,0,530.9 - Household,16.41,0.00,162,Cash
1111,2021-10-22,Unger,back work,none,0,101.2 - Western State Bank - Checking,0.00,42.47,163,Cash
1112,2021-10-22,Unger,back work,none,0,530.3 - Medical Exps,42.47,0.00,163,Cash
1113,2021-10-25,Unger,back work,none,0,101.2 - Western State Bank - Checking,0.00,75.17,164,Cash
1114,2021-10-25,Unger,back work,none,0,530.3 - Medical Exps,75.17,0.00,164,Cash
1115,2021-10-25,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,41.37,165,Cash
1116,2021-10-25,St Francis Supers,food,none,0,530.9 - Household,41.37,0.00,165,Cash
1117,2021-10-26,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,100.00,0.00,166,Cash
1118,2021-10-26,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,0.00,100.00,166,Cash
1119,2021-10-12,St Francis Supers,Food,none,0,101.2 - Western State Bank - Checking,0.00,28.21,167,Cash
1120,2021-10-12,St Francis Supers,Food,none,0,530.9 - Household,28.21,0.00,167,Cash
1121,2021-10-01,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,68.39,149,Cash
1122,2021-10-01,St Francis Supers,food,none,0,530.9 - Household,68.39,0.00,149,Cash
1134,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,110.0 - Account Receivables,23.00,0.00,62,Sales
1135,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,400.1 - Revenue,0.00,20.00,62,Sales
1136,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,400.2 - Shipping COS,0.00,5.00,62,Sales
1137,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,400.5 - Discounts,2.00,0.00,62,Sales
1138,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,120.0 - Inventory,0.00,7.02,62,Sales
1139,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,400.6 - Inventory COS,7.02,0.00,62,Sales
1140,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,101.2 - Western State Bank - Checking,25.00,0.00,62,Sales
1141,2021-11-01,April Oestman,Sales Receipt,Credit Card,0,110.0 - Account Receivables,0.00,23.00,62,Sales
1142,2021-11-01,April Oestman,,Credit Card,0,400.5 - Discounts,0.00,2.00,62,Sales
1145,2021-11-02,David Padgett,pmnt on loan,none,0,101.2 - Western State Bank - Checking,50.00,0.00,168,Cash
1146,2021-11-02,David Padgett,pmnt on loan,none,0,110.0 - Account Receivables,0.00,50.00,168,Cash
1149,2021-11-06,Mountain Rose Herbs,Purchasing Receipt,none,0,120.0 - Inventory,104.23,0.00,34,Purchasing
1150,2021-11-06,Mountain Rose Herbs,Purchasing Receipt,none,0,101.2 - Western State Bank - Checking,0.00,104.23,34,Purchasing
1153,2021-11-03,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,169,Cash
1154,2021-11-03,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,169,Cash
1155,2021-11-03,Bank West,mtg loan,Check,1271,101.2 - Western State Bank - Checking,0.00,350.00,14,General
1156,2021-11-03,Bank West,mtg loan,Check,1271,230.1 - BankWest Mtg Loan,700.00,0.00,14,General
1157,2021-11-03,Bank West,mtg loan,Check,1271,420.1 - Rent Income,0.00,350.00,14,General
1158,2021-11-04,Savings,transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,170,Cash
1159,2021-11-04,Savings,transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,170,Cash
1160,2021-11-04,Melvin Dunn,dentist,none,0,101.2 - Western State Bank - Checking,0.00,122.00,171,Cash
1161,2021-11-04,Melvin Dunn,dentist,none,0,530.3 - Medical Exps,122.00,0.00,171,Cash
1162,2021-11-04,Michaels,crafting,none,0,101.2 - Western State Bank - Checking,0.00,18.01,172,Cash
1163,2021-11-04,Michaels,crafting,none,0,530.9 - Household,18.01,0.00,172,Cash
1166,2021-10-31,Western State Bank,fees,none,0,101.2 - Western State Bank - Checking,0.00,3.50,174,Cash
1167,2021-10-31,Western State Bank,fees,none,0,400.7 - Fees COS,3.50,0.00,174,Cash
1168,2021-10-27,Blizzard,WOW,none,0,101.2 - Western State Bank - Checking,0.00,14.99,175,Cash
1169,2021-10-27,Blizzard,WOW,none,0,530.9 - Household,14.99,0.00,175,Cash
1170,2021-10-26,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,58.64,176,Cash
1171,2021-10-26,St Francis Supers,food,none,0,530.9 - Household,58.64,0.00,176,Cash
1172,2021-11-23,Medicare,Ins,none,0,101.0 - Cash Drawer,59.08,0.00,177,Cash
1173,2021-11-23,Medicare,Ins,none,0,530.3 - Medical Exps,0.00,59.08,177,Cash
1174,2021-11-21,David Padgett,Food,none,0,110.0 - Account Receivables,0.00,100.00,15,General
1175,2021-11-21,David Padgett,Dave,none,0,530.9 - Household,100.00,0.00,15,General
1176,2021-11-08,Michaels,Crafting,none,0,101.2 - Western State Bank - Checking,0.00,39.35,178,Cash
1177,2021-11-08,Michaels,Crafting,none,0,530.9 - Household,39.35,0.00,178,Cash
1178,2021-11-08,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,37.27,179,Cash
1179,2021-11-08,St Francis Supers,food,none,0,530.9 - Household,37.27,0.00,179,Cash
1180,2021-11-08,Aetna Health Ins,Ins,none,0,101.2 - Western State Bank - Checking,0.00,102.38,180,Cash
1181,2021-11-08,Aetna Health Ins,Ins,none,0,530.3 - Medical Exps,102.38,0.00,180,Cash
1182,2021-11-10,Jason&#39;s Computer,dream journal,none,0,101.2 - Western State Bank - Checking,0.00,50.00,181,Cash
1183,2021-11-10,Jason&#39;s Computer,dream journal,none,0,530.9 - Household,50.00,0.00,181,Cash
1184,2021-11-10,Ernzen,counselor,none,0,101.2 - Western State Bank - Checking,0.00,60.00,182,Cash
1185,2021-11-10,Ernzen,counselor,none,0,530.3 - Medical Exps,60.00,0.00,182,Cash
1186,2021-11-15,Amazon,food,none,0,101.2 - Western State Bank - Checking,0.00,57.44,183,Cash
1187,2021-11-15,Amazon,food,none,0,530.9 - Household,57.44,0.00,183,Cash
1188,2021-11-17,Vudu,movie,none,0,101.2 - Western State Bank - Checking,0.00,14.99,184,Cash
1189,2021-11-17,Vudu,movie,none,0,530.9 - Household,14.99,0.00,184,Cash
1190,2021-11-18,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,100.00,0.00,185,Cash
1191,2021-11-18,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,0.00,100.00,185,Cash
1192,2021-11-18,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,36.56,186,Cash
1193,2021-11-18,St Francis Supers,food,none,0,530.9 - Household,36.56,0.00,186,Cash
1196,2021-11-18,WellCare,Ins,none,0,101.2 - Western State Bank - Checking,0.00,39.40,187,Cash
1197,2021-11-18,WellCare,Ins,none,0,530.3 - Medical Exps,39.40,0.00,187,Cash
1198,2021-11-22,SWTOR,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,16.41,188,Cash
1199,2021-11-22,SWTOR,starwars - paypal,none,0,530.9 - Household,16.41,0.00,188,Cash
1200,2021-11-24,David Padgett,LOAN,none,0,101.2 - Western State Bank - Checking,50.00,0.00,189,Cash
1201,2021-11-24,David Padgett,LOAN,none,0,110.0 - Account Receivables,0.00,50.00,189,Cash
1202,2021-10-06,Krien Pharm,Diabetes stuff,Cash,0,101.0 - Cash Drawer,0.00,15.00,153,Cash
1203,2021-10-06,Krien Pharm,Diabetes stuff,Cash,0,530.3 - Medical Exps,15.00,0.00,153,Cash
1204,2021-12-06,,Edit Inv Item - Yogert greek - calories 5.3 oz,none,0,120.0 - Inventory,92.00,0.00,235,Inventory
1205,2021-12-06,,Edit Inv Item - Yogert greek - calories 5.3 oz,none,0,400.3 - Inventory Adj,0.00,92.00,235,Inventory
1206,2021-11-29,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,27.29,190,Cash
1207,2021-11-29,St Francis Supers,food,none,0,530.9 - Household,27.29,0.00,190,Cash
1208,2021-11-29,Hometown mkt,food,none,0,101.2 - Western State Bank - Checking,0.00,7.64,191,Cash
1209,2021-11-29,Hometown mkt,food,none,0,530.9 - Household,7.64,0.00,191,Cash
1210,2021-11-29,Blizzard,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,14.99,192,Cash
1211,2021-11-29,Blizzard,starwars - paypal,none,0,530.9 - Household,14.99,0.00,192,Cash
1212,2021-11-30,Western State Bank,fees,none,0,101.2 - Western State Bank - Checking,0.00,3.50,193,Cash
1213,2021-11-30,Western State Bank,fees,none,0,530.9 - Household,3.50,0.00,193,Cash
1214,2021-12-01,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,100.00,0.00,194,Cash
1215,2021-12-01,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,0.00,100.00,194,Cash
1216,2021-12-01,Ernzen,counseling,none,0,101.2 - Western State Bank - Checking,0.00,60.00,195,Cash
1217,2021-12-01,Ernzen,counseling,none,0,530.3 - Medical Exps,60.00,0.00,195,Cash
1218,2021-12-01,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,55.58,196,Cash
1219,2021-12-01,St Francis Supers,food,none,0,530.9 - Household,55.58,0.00,196,Cash
1220,2021-12-02,CRVS,food,none,0,101.2 - Western State Bank - Checking,0.00,15.15,197,Cash
1221,2021-12-02,CRVS,food,none,0,530.9 - Household,15.15,0.00,197,Cash
1222,2021-12-03,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,198,Cash
1223,2021-12-03,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,198,Cash
1224,2021-12-03,Western State Bank,transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,199,Cash
1225,2021-12-03,Western State Bank,transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,199,Cash
1226,2021-12-06,Melvin Dunn,dentist,none,0,101.2 - Western State Bank - Checking,0.00,133.00,200,Cash
1227,2021-12-06,Melvin Dunn,dentist,none,0,530.3 - Medical Exps,133.00,0.00,200,Cash
1230,2021-12-07,,Edit Inv Item - Neroli Oil 5th 1/2 oz,none,0,120.0 - Inventory,0.00,1.38,236,Inventory
1231,2021-12-07,,Edit Inv Item - Neroli Oil 5th 1/2 oz,none,0,400.3 - Inventory Adj,1.38,0.00,236,Inventory
1232,2021-12-08,Star Expos,Sales Receipt,none,0,110.0 - Account Receivables,809.25,0.00,63,Sales
1233,2021-12-08,Star Expos,Sales Receipt,none,0,400.1 - Revenue,0.00,1079.00,63,Sales
1234,2021-12-08,Star Expos,Sales Receipt,none,0,400.5 - Discounts,269.75,0.00,63,Sales
1235,2021-12-08,Star Expos,Sales Receipt,none,0,120.0 - Inventory,0.00,290.21,63,Sales
1236,2021-12-08,Star Expos,Sales Receipt,none,0,400.6 - Inventory COS,290.21,0.00,63,Sales
1237,2021-12-09,,Edit Inv Item - S,none,0,120.0 - Inventory,0.00,15.04,237,Inventory
1238,2021-12-09,,Edit Inv Item - S,none,0,400.3 - Inventory Adj,15.04,0.00,237,Inventory
1239,2021-12-15,,Edit Inv Item - Wax Bee's,none,0,120.0 - Inventory,8.38,0.00,238,Inventory
1240,2021-12-15,,Edit Inv Item - Wax Bee's,none,0,400.3 - Inventory Adj,0.00,8.38,238,Inventory
1241,2021-12-06,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,40.43,202,Cash
1242,2021-12-06,St Francis Supers,food,none,0,101.0 - Cash Drawer,40.43,0.00,202,Cash
1245,2021-12-07,Aetna Health Ins,Ins,none,0,101.2 - Western State Bank - Checking,0.00,110.12,203,Cash
1246,2021-12-07,Aetna Health Ins,Ins,none,0,101.0 - Cash Drawer,110.12,0.00,203,Cash
1247,2021-12-09,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,25.53,204,Cash
1248,2021-12-09,St Francis Supers,food,none,0,101.0 - Cash Drawer,25.53,0.00,204,Cash
1249,2021-12-13,Bird City Thrift store,misc,none,0,101.2 - Western State Bank - Checking,0.00,7.00,205,Cash
1250,2021-12-13,Bird City Thrift store,misc,none,0,101.0 - Cash Drawer,7.00,0.00,205,Cash
1251,2021-12-13,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,59.62,206,Cash
1252,2021-12-13,St Francis Supers,food,none,0,101.0 - Cash Drawer,59.62,0.00,206,Cash
1255,2021-12-16,Ernzen,counseling,none,0,101.2 - Western State Bank - Checking,0.00,60.00,208,Cash
1256,2021-12-16,Ernzen,counseling,none,0,530.3 - Medical Exps,60.00,0.00,208,Cash
1263,2021-12-22,Vudu,movie,none,0,101.2 - Western State Bank - Checking,0.00,7.99,212,Cash
1264,2021-12-22,Vudu,movie,none,0,530.9 - Household,7.99,0.00,212,Cash
1265,2021-12-27,Steam,game,none,0,101.2 - Western State Bank - Checking,0.00,10.94,213,Cash
1266,2021-12-27,Steam,game,none,0,530.9 - Household,10.94,0.00,213,Cash
1267,2021-12-27,Blizzard,game,none,0,101.2 - Western State Bank - Checking,0.00,14.99,214,Cash
1268,2021-12-27,Blizzard,game,none,0,530.9 - Household,14.99,0.00,214,Cash
1269,2021-12-28,Jason&#39;s Computer,gift,none,0,101.2 - Western State Bank - Checking,200.00,0.00,215,Cash
1270,2021-12-28,Jason&#39;s Computer,gift,none,0,530.9 - Household,0.00,200.00,215,Cash
1271,2021-12-31,Krien Pharm,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,15.00,216,Cash
1272,2021-12-31,Krien Pharm,Diabetes stuff,none,0,530.3 - Medical Exps,15.00,0.00,216,Cash
1277,2021-12-15,Thrive Mkt,food,none,0,101.2 - Western State Bank - Checking,0.00,26.17,207,Cash
1278,2021-12-15,Thrive Mkt,food,none,0,101.0 - Cash Drawer,26.17,0.00,207,Cash
1279,2021-12-20,SWTOR,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,16.41,210,Cash
1280,2021-12-20,SWTOR,starwars - paypal,none,0,530.9 - Household,16.41,0.00,210,Cash
1283,2021-12-15,Aetna Health Ins,Aetna reimburse,none,0,530.3 - Medical Exps,0.00,17.00,16,General
1284,2021-12-15,Aetna Health Ins,Aetna reimburse,none,0,530.9 - Household,17.00,0.00,16,General
1287,2021-12-06,Bank West,Loan mtg,none,0,101.2 - Western State Bank - Checking,0.00,350.00,201,Cash
1288,2021-12-06,Bank West,Loan mtg,none,0,230.1 - BankWest Mtg Loan,700.00,0.00,201,Cash
1289,2021-12-06,Bank West,jason - rent pmnt,none,0,420.1 - Rent Income,0.00,350.00,201,Cash
1335,2021-12-30,Bank West,escrow bal per bank 6/1,none,0,130.1 - Escrow fund Mtg,2814.99,0.00,17,General
1336,2021-12-30,Bank West,escrow bal per bank 6/1,none,0,130.1 - Escrow fund Mtg,0.00,312.34,17,General
1337,2021-12-30,Bank West,escrow pmnt june-dec,none,0,130.1 - Escrow fund Mtg,2194.43,0.00,17,General
1338,2021-12-30,Bank West,escrow pmnt june-dec,none,0,230.1 - BankWest Mtg Loan,312.34,0.00,17,General
